,Bus_Name,Bus_type,from,to,pickup_time,drop_time,duration,prices,ratings,AC_type,Seater,semi_sleeper,sleeper
420,RKK Travels ,Volvo Multi-Axle A/C Semi Sleeper (2+2),BLR,CHN,04:00,09:30,05,695,4.3,A/C,no,yes,no
421,IntrCity SmartBus ,AC Sleeper (2+1),BLR,CHN,21:15,04:40,07,746,4.3,A/C,no,no,yes
422,KMRL Kalaimakal ,A/C Seater / Sleeper (2+1),BLR,CHN,08:00,14:45,06,600,4.3,A/C,yes,no,yes
423,Yolo Bus ,A/C Sleeper (2+1),BLR,CHN,23:45,06:13,06,699,4.4,A/C,no,no,yes
424,SPT Tours and Travels ,A/C Sleeper (2+1),BLR,CHN,21:45,04:45,07,630,4.3,A/C,no,no,yes
425,SPS Travels ,A/C Sleeper (2+1),BLR,CHN,22:45,05:35,06,700,4.5,A/C,no,no,yes
426,DLT BUS ,A/C Sleeper (2+1),BLR,CHN,22:30,05:00,06,749,4.3,A/C,no,no,yes
427,YBM Travels(BLM) ,A/C Sleeper (2+1),BLR,CHN,22:30,04:35,06,800,4.2,A/C,no,no,yes
428,Go Link ,A/C Sleeper (2+1),BLR,CHN,22:00,04:00,06,800,4.2,A/C,no,no,yes
429,RKK Travels ,Volvo A/C Sleeper (2+1),BLR,CHN,23:30,06:00,06,795,4.2,A/C,no,no,yes
430,Sri Sugam Bus Tours and Travels ,A/C Sleeper (2+1),BLR,CHN,22:30,04:55,06,699,4.2,A/C,no,no,yes
431,GreenLine Travels And  Holidays ,A/C Sleeper (2+1),BLR,CHN,20:30,03:00,06,820,4.2,A/C,no,no,yes
432,KMRL Kalaimakal ,A/C Sleeper (2+1),BLR,CHN,13:30,20:30,07,750,4.2,A/C,no,no,yes
433,KGN INDIA ,NON A/C Sleeper (2+1),BLR,CHN,23:05,05:50,06,430,4.1,NON A/C,no,no,yes
434,Dream Line Travels Pvt Ltd ,A/C Sleeper (2+1),BLR,CHN,23:00,05:30,06,840,4.1,A/C,no,no,yes
435,Luxe Xpress ,A/C Sleeper (2+1),BLR,CHN,22:15,04:20,06,800,4.4,A/C,no,no,yes
436,Dream Line Travels Pvt Ltd ,A/C Sleeper (2+1),BLR,CHN,11:00,18:00,07,550,4.1,A/C,no,no,yes
437,IntrCity SmartBus ,AC Sleeper (2+1),BLR,CHN,23:15,06:30,07,699,4.3,A/C,no,no,yes
438,IntrCity SmartBus ,A/C Seater / Sleeper (2+1),BLR,CHN,21:40,05:10,07,626,4.1,A/C,yes,no,yes
439,VKV Travels ,A/C Sleeper (2+1),BLR,CHN,01:35,07:10,05,1390,4.3,A/C,no,no,yes
440,Jayavin Travels ,A/C Sleeper (2+1),BLR,CHN,23:45,06:01,06,650,4.2,A/C,no,no,yes
441,Jabbar  Travels ,NON AC Seater / Sleeper 2+1,BLR,CHN,23:25,05:30,06,400,4.0,A/C,yes,no,yes
442,Sri Sugam Bus Tours and Travels ,A/C Sleeper (2+1),BLR,CHN,19:10,01:30,06,899,4.1,A/C,no,no,yes
443,NATIONAL TRAVELS NTA ,Mercedes Benz A/C Sleeper (2+1),BLR,CHN,22:45,05:15,06,600,4.3,A/C,no,no,yes
444,Yolo Bus ,A/C Sleeper (2+1),BLR,CHN,23:37,05:47,06,699,4.0,A/C,no,no,yes
445,IntrCity SmartBus ,A/C Seater / Sleeper (2+1),BLR,CHN,23:50,06:55,07,607,4.2,A/C,yes,no,yes
446,IntrCity SmartBus ,AC Sleeper (2+1),BLR,CHN,22:20,05:40,07,694,4.0,A/C,no,no,yes
447,Thirumalaivasan Transports ,Bharat Benz A/C Sleeper (2+1),BLR,CHN,04:00,10:00,06,800,4.4,A/C,no,no,yes
448,NATIONAL TRAVELS NTA ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),BLR,CHN,10:15,17:30,07,650,4.2,A/C,no,no,yes
449,National  travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),BLR,CHN,23:50,05:55,06,845,4.0,A/C,no,no,yes
450,NueGo ,Electric A/C Seater (2+2),BLR,CHN,23:00,06:25,07,530,4.0,A/C,yes,no,no
451,Swamy Ayyappa Travels ,A/C Sleeper (2+1),BLR,CHN,23:30,05:00,05,800,4.0,A/C,no,no,yes
452,RKK Travels ,Volvo Multi-Axle A/C Semi Sleeper (2+2),BLR,CHN,06:15,12:15,06,645,4.4,A/C,no,yes,no
453,Alaguthangam Travels ,A/C Sleeper (2+1),BLR,CHN,22:15,04:20,06,999,3.9,A/C,no,no,yes
454,NueGo ,Electric A/C Seater (2+2),BLR,CHN,13:00,20:25,07,470,4.1,A/C,yes,no,no
455,Jabbar  Travels ,A/C Sleeper (2+1),BLR,CHN,23:20,05:00,05,648,3.8,A/C,no,no,yes
456,NueGo ,Electric A/C Seater (2+2),BLR,CHN,22:00,05:25,07,630,3.9,A/C,yes,no,no
457,Royal  Travels ,A/C Sleeper (2+1),BLR,CHN,23:00,05:30,06,700,3.8,A/C,no,no,yes
458,VJS Travels ,Bharat Benz A/C Sleeper (2+1),BLR,CHN,20:50,03:30,06,700,3.8,A/C,no,no,yes
459,Sri Sugam Bus Tours and Travels ,Scania A/C Semi Sleeper (2+2),BLR,CHN,17:50,00:00,06,649,4.1,A/C,no,yes,no
460,NueGo ,Electric A/C Seater/Sleeper (2+1),BLR,CHN,23:30,06:55,07,530,3.9,A/C,yes,no,yes
461,NATIONAL TRAVELS NTA ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),BLR,CHN,23:56,06:00,06,795,3.7,A/C,no,no,yes
462,Bharathi  Travels ,Scania AC Multi Axle Sleeper (2+1),BLR,CHN,22:15,04:30,06,790,3.6,A/C,no,no,yes
463,JaiSai Roadlinks (JSR) ,VE Executive A/C Sleeper (1+1),BLR,CHN,17:00,23:05,06,1530,4.8,A/C,no,no,yes
464,National  travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),BLR,CHN,10:05,17:50,07,650,3.7,A/C,no,no,yes
465,Parveen Travels ,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),BLR,CHN,16:30,22:50,06,645,3.6,A/C,no,yes,no
466,KBS Travels ,A/C Sleeper (2+1),BLR,CHN,21:00,03:25,06,774,4.5,A/C,no,no,yes
467,NueGo ,Electric A/C Seater/Sleeper (2+1),BLR,CHN,22:15,06:05,07,450,3.7,A/C,yes,no,yes
468,Sharma Transports ,NON A/C Sleeper (2+1),BLR,CHN,22:35,05:45,07,500,3.5,NON A/C,no,no,yes
469,Parveen Travels ,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),BLR,CHN,05:25,10:55,05,645,4.0,A/C,no,yes,no
470,NueGo ,Electric A/C Seater/Sleeper (2+1),BLR,CHN,17:30,00:55,07,470,4.0,A/C,yes,no,yes
471,Jabbar  Travels ,Bharat Benz A/C Sleeper (2+1),BLR,CHN,17:30,23:55,06,590,3.5,A/C,no,no,yes
472,Yolo Bus ,A/C Sleeper (2+1),BLR,CHN,23:04,05:43,06,699,4.1,A/C,no,no,yes
473,National  travels ,NON A/C Sleeper (2+1),BLR,CHN,23:00,05:50,06,450,3.3,NON A/C,no,no,yes
474,IntrCity SmartBus ,A/C Seater / Sleeper (2+1),BLR,CHN,00:10,07:40,07,607,4.5,A/C,yes,no,yes
475,KBS Travels ,A/C Sleeper (2+1),BLR,CHN,03:40,10:30,06,724,4.9,A/C,no,no,yes
476,NATIONAL TRAVELS NTA ,NON A/C Sleeper (2+1),BLR,CHN,23:45,06:30,06,475,4.4,NON A/C,no,no,yes
477,NueGo ,Electric A/C Seater (2+2),BLR,CHN,05:00,11:55,06,780,3.9,A/C,yes,no,no
478,JTS Tours and Travels ,Non A/C Seater / Sleeper (2+1),BLR,CHN,23:30,06:30,07,550,3.1,NON A/C,yes,no,yes
479,SRS Travels ,NON A/C Sleeper (2+1),BLR,CHN,23:00,06:00,07,550,3.2,NON A/C,no,no,yes
480,KBS Travels ,A/C Sleeper (2+1),BLR,CHN,17:40,00:40,07,774,4.4,A/C,no,no,yes
481,SPS Travels ,A/C Sleeper (2+1),BLR,CHN,23:05,05:40,06,3000,3.8,A/C,no,no,yes
482,Thirumalaivasan Transports ,Bharat Benz A/C Sleeper (2+1),BLR,CHN,17:59,00:35,06,800,3.8,A/C,no,no,yes
483,VJS Travels ,Bharat Benz A/C Sleeper (2+1),BLR,CHN,12:00,18:30,06,700,4.1,A/C,no,no,yes
484,NueGo ,Electric A/C Seater (2+2),BLR,CHN,21:00,04:50,07,630,4.1,A/C,yes,no,no
485,NueGo ,Electric A/C Seater (2+2),BLR,CHN,11:00,18:25,07,450,4.2,A/C,yes,no,no
486,Sharma Transports ,A/C Sleeper (2+1),BLR,CHN,23:00,06:10,07,640,3.7,A/C,no,no,yes
487,Sri Sugam Bus Tours and Travels ,A/C Sleeper (2+1),BLR,CHN,03:30,09:30,06,669,3.8,A/C,no,no,yes
488,NueGo ,Electric A/C Seater (2+2),BLR,CHN,15:00,22:25,07,620,3.8,A/C,yes,no,no
489,Orange Tours And Travels ,A/C Sleeper (2+1),BLR,CHN,23:35,05:40,06,800,4.2,A/C,no,no,yes
490,Bharathi  Travels ,A/C Sleeper (2+1),BLR,CHN,09:00,16:00,07,700,2.8,A/C,no,no,yes
491,NATIONAL TRAVELS NTA ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),BLR,CHN,16:30,23:20,06,650,4.0,A/C,no,no,yes
492,Bharathi  Travels ,A/C Sleeper (2+1),BLR,CHN,01:15,07:30,06,650,2.6,A/C,no,no,yes
493,NueGo ,Electric A/C Semi Sleeper (2+2),BLR,CHN,20:30,03:55,07,475,4.5,A/C,no,yes,no
494,Shama Sardar Travels HPM ,A/C Sleeper (2+1),BLR,CHN,23:40,06:15,06,699,2.5,A/C,no,no,yes
495,National  travels ,NON A/C Sleeper (2+1),BLR,CHN,23:40,06:20,06,475,3.3,NON A/C,no,no,yes
496,KBS Travels ,A/C Sleeper (2+1),BLR,CHN,05:40,12:20,06,724,4.8,A/C,no,no,yes
497,Sea Bird Tourist ,A/C Sleeper (2+1),BLR,CHN,08:30,15:05,06,700,2.6,A/C,no,no,yes
498,Bharathi  Travels ,A/C Sleeper (2+1),BLR,CHN,01:25,06:45,05,680,2.4,A/C,no,no,yes
499,National  travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),BLR,CHN,16:20,23:15,06,650,3.8,A/C,no,no,yes
500,Vetri Travels ,Volvo Multi-Axle A/C Semi Sleeper (2+2),BLR,CHN,23:30,05:15,05,655,3.3,A/C,no,yes,no
501,SRS Travels ,Volvo Multi-Axle A/C Sleeper (2+1),BLR,CHN,23:25,06:00,06,650,2.8,A/C,no,no,yes
502,NueGo ,Electric A/C Seater (2+2),BLR,CHN,23:15,07:05,07,580,2.0,A/C,yes,no,no
503,KPN Travels ,NON A/C Sleeper (2+1),BLR,CHN,23:00,06:00,07,900,2.2,NON A/C,no,no,yes
504,Bharathi  Travels ,A/C Sleeper (2+1),BLR,CHN,00:45,07:00,06,1490,1.5,A/C,no,no,yes
505,VKV Travels ,A/C Sleeper (2+1),BLR,CHN,09:40,17:25,07,940,4.1,A/C,no,no,yes
506,NueGo ,Electric A/C Seater/Sleeper (2+1),BLR,CHN,07:00,13:55,06,475,3.9,A/C,yes,no,yes
507,Bharathi  Travels ,A/C Sleeper (2+1),BLR,CHN,00:15,07:00,06,690,2.9,A/C,no,no,yes
508,Bharathi  Travels ,A/C Sleeper (2+1),BLR,CHN,00:15,06:10,05,650,2.8,A/C,no,no,yes
509,Sea Bird Tourist ,A/C Sleeper (2+1),BLR,CHN,23:40,06:15,06,600,2.7,A/C,no,no,yes
510,NueGo ,Electric A/C Seater (2+2),BLR,CHN,09:00,16:50,07,450,4.2,A/C,yes,no,no
511,National  travels ,NON AC Seater / Sleeper 2+1,BLR,CHN,23:40,06:20,06,399,3.2,A/C,yes,no,yes
512,National  travels ,A/C Sleeper (2+1),BLR,CHN,14:10,21:20,07,745,3.4,A/C,no,no,yes
513,National  travels ,A/C Sleeper (2+1),BLR,CHN,22:30,04:55,06,650,3.9,A/C,no,no,yes
514,VJS Travels ,Bharat Benz A/C Sleeper (2+1),BLR,CHN,04:30,10:20,05,700,2.9,A/C,no,no,yes
515,RDS Travels ,Scania A/C Semi Sleeper (2+2),BLR,CHN,05:30,11:30,06,799,3.4,A/C,no,yes,no
