,Bus_Name,Bus_type,from,to,pickup_time,drop_time,duration,prices,ratings,AC_type,Seater,semi_sleeper,sleeper
15,Dream Line Travels Pvt Ltd ,VE A/C Sleeper (2+1),HYD,BLR,23:50,09:20,9,1140,4.6,A/C,no,no,yes
16,KGN INDIA ,NON A/C Sleeper (2+1),HYD,BLR,19:45,06:20,10,750,4.5,NON A/C,no,no,yes
17,BSR Tours And Travels ,A/C Sleeper (2+1),HYD,BLR,22:50,08:47,9,1280,4.6,A/C,no,no,yes
18,KSM Roadways ,A/C Volvo B11R Multi-Axle Sleeper (2+1),HYD,BLR,23:15,09:20,10,1699,4.7,A/C,no,no,yes
19,Intercity travels ,A/C Sleeper (2+1),HYD,BLR,23:30,09:45,10,1199,4.6,A/C,no,no,yes
20,Jabbar  Travels ,Scania Multi-Axle AC Semi Sleeper (2+2),HYD,BLR,19:20,05:15,9,700,4.5,A/C,no,yes,no
21,BSR Tours And Travels ,A/C Seater / Sleeper (2+1),HYD,BLR,20:40,07:10,10,980,4.5,A/C,yes,no,yes
22,CMR Express ,A/C Sleeper (2+1),HYD,BLR,23:05,08:56,9,1200,4.5,A/C,no,no,yes
23,Intercity travels ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,23:45,10:00,10,1199,4.6,A/C,no,no,yes
24,BSR Tours And Travels ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),HYD,BLR,18:30,04:40,10,1680,4.6,A/C,no,no,yes
25,Highline Transports ,VE A/C Sleeper (2+1),HYD,BLR,21:35,08:15,10,1020,4.5,A/C,no,no,yes
26,IntrCity SmartBus ,A/C Sleeper (2+1),HYD,BLR,19:05,06:50,11,1411,4.5,A/C,no,no,yes
27,Go Tour Travels and Holidays ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,23:00,08:05,9,1099,4.5,A/C,no,no,yes
28,Jabbar  Travels ,NON A/C Sleeper (2+1),HYD,BLR,21:40,08:20,10,1200,4.4,NON A/C,no,no,yes
29,IntrCity SmartBus ,A/C Seater / Sleeper (2+1),HYD,BLR,20:25,09:00,12,902,4.6,A/C,yes,no,yes
30,GreenLine Travels And  Holidays ,VE A/C Sleeper (2+1),HYD,BLR,21:30,06:55,9,1249,4.4,A/C,no,no,yes
31,Vasireddy Travels ,A/C Seater / Sleeper (2+1),HYD,BLR,21:30,07:35,10,1450,4.3,A/C,yes,no,yes
32,IntrCity SmartBus ,A/C Seater / Sleeper (2+1),HYD,BLR,19:20,07:55,12,768,4.4,A/C,yes,no,yes
33,Yolo Bus ,Volvo Multi-Axle Sleeper A/C (2+1),HYD,BLR,23:25,10:24,10,899,4.3,A/C,no,no,yes
34,GEE PEE TRAVELS ,VE A/C Sleeper (2+1),HYD,BLR,23:15,09:30,10,890,4.4,A/C,no,no,yes
35,Go Tour Travels and Holidays ,A/C Sleeper (2+1),HYD,BLR,18:45,07:05,12,999,4.4,A/C,no,no,yes
36,Sri Krishna Travels ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,22:55,08:20,9,1400,4.3,A/C,no,no,yes
37,V Kaveri Travels ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,17:55,06:05,12,1300,4.3,A/C,no,no,yes
38,EXEL RIDES ,A/C Sleeper (2+1),HYD,BLR,21:25,07:45,10,900,4.3,A/C,no,no,yes
39,Vikram Travels ,A/C Sleeper (2+1),HYD,BLR,21:00,07:15,10,1190,4.3,A/C,no,no,yes
40,Sri Krishna Travels ,A/C Sleeper (2+1),HYD,BLR,19:40,07:00,11,1100,4.3,A/C,no,no,yes
41,IntrCity SmartBus ,VE A/C Seater / Sleeper (2+1),HYD,BLR,21:55,09:30,11,837,4.3,A/C,yes,no,yes
42,Jabbar  Travels ,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),HYD,BLR,22:30,07:45,9,700,4.4,A/C,no,yes,no
43,Sri Vinayaka Travels ,NON A/C Seater/ Sleeper (2+1),HYD,BLR,21:35,07:55,10,599,4.2,NON A/C,yes,no,yes
44,S.L  Travels ,NON A/C Sleeper (2+1),HYD,BLR,21:35,08:05,10,890,4.4,NON A/C,no,no,yes
45,Vikram Travels ,A/C Sleeper (2+1),HYD,BLR,22:25,07:55,9,1190,4.2,A/C,no,no,yes
46,Aditya Logistics ,A/C Sleeper (2+1),HYD,BLR,21:30,08:30,11,900,4.2,A/C,no,no,yes
47,LIMOLINER ,A/C Sleeper (2+1),HYD,BLR,22:40,08:45,10,1100,4.4,A/C,no,no,yes
48,Mahi Trans Solutions ,A/C Sleeper (2+1),HYD,BLR,21:15,06:50,9,800,4.2,A/C,no,no,yes
49,Go Tour Travels and Holidays ,A/C Sleeper (2+1),HYD,BLR,22:00,07:35,9,999,4.2,A/C,no,no,yes
50,IntrCity SmartBus ,AC Sleeper (2+1),HYD,BLR,18:35,06:20,11,1227,4.5,A/C,no,no,yes
51,Sri Krishna Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,19:40,07:00,11,800,4.1,NON A/C,yes,no,yes
52,Ramana Tours And Travels ,A/C Sleeper (2+1),HYD,BLR,21:30,08:20,10,1100,4.4,A/C,no,no,yes
53,AVM Tours And Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,21:25,09:11,11,649,4.1,NON A/C,yes,no,yes
54,RESHMA TOURISTS ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,23:25,08:35,9,900,4.2,A/C,no,no,yes
55,IntrCity SmartBus ,Volvo Multi Axle Sleeper B11R (2+1),HYD,BLR,23:15,09:20,10,1545,4.1,A/C,no,no,yes
56,Kallada Travels (Suresh Kallada) ,A/C Sleeper (2+1),HYD,BLR,19:20,04:30,9,1550,4.3,A/C,no,no,yes
57,Swamy Ayyappa Travels ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),HYD,BLR,16:20,02:15,9,1700,4.2,A/C,no,no,yes
58,YAS TOURS AND TRAVELS ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,13:45,23:35,9,1200,4.1,A/C,no,no,yes
59,SL Travels ,NON A/C Sleeper (2+1),HYD,BLR,20:10,06:45,10,1800,4.0,NON A/C,no,no,yes
60,Alhind Tours and Travels Pvt Ltd ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,14:40,23:45,9,1500,4.1,A/C,no,no,yes
61,Go Tour Travels and Holidays ,A/C Sleeper (2+1),HYD,BLR,23:15,09:15,10,999,4.1,A/C,no,no,yes
62,V Kaveri Travels ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,22:00,08:20,10,1200,4.0,A/C,no,no,yes
63,GEE PEE TRAVELS ,NON A/C Sleeper (2+1),HYD,BLR,23:30,09:40,10,920,4.0,NON A/C,no,no,yes
64,Mayuri Travels ,A/C Sleeper (2+1),HYD,BLR,23:10,08:45,9,999,4.3,A/C,no,no,yes
65,Alhind Tours and Travels Pvt Ltd ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,13:25,23:20,9,1500,4.0,A/C,no,no,yes
66,YAS TOURS AND TRAVELS ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,16:30,02:10,9,1200,4.0,A/C,no,no,yes
67,National  travels ,VE A/C Sleeper (2+1),HYD,BLR,23:45,09:00,9,1550,3.9,A/C,no,no,yes
68,Mahi Trans Solutions ,A/C Sleeper (2+1),HYD,BLR,21:15,06:50,9,1499,4.0,A/C,no,no,yes
69,AVM Tours And Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,21:25,08:45,11,650,3.9,NON A/C,yes,no,yes
70,Yolo Bus ,Bharat Benz A/C Seater /Sleeper (2+1),HYD,BLR,23:11,09:51,10,699,3.9,A/C,yes,no,yes
71,IntrCity SmartBus ,AC Sleeper (2+1),HYD,BLR,20:20,07:05,10,1009,3.9,A/C,no,no,yes
72,Sri Vinayaka Travels ,A/C Seater / Sleeper (2+1),HYD,BLR,21:45,08:20,10,699,4.1,A/C,yes,no,yes
73,YAS TOURS AND TRAVELS ,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),HYD,BLR,15:30,00:50,9,900,3.9,A/C,no,yes,no
74,Orange Tours and Travels Platinum ,Volvo Multi-Axle Sleeper A/C (2+1),HYD,BLR,15:50,02:00,10,1300,4.1,A/C,no,no,yes
75,DLT BUS ,A/C Sleeper (2+1),HYD,BLR,23:15,07:30,8,1199,3.8,A/C,no,no,yes
76,National  travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,22:05,08:05,10,1080,3.7,A/C,no,no,yes
77,Yolo Bus ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,23:30,09:09,9,899,4.5,A/C,no,no,yes
78,IntrCity SmartBus ,AC Sleeper (2+1),HYD,BLR,21:05,09:55,12,1394,3.9,A/C,no,no,yes
79,RAVINA TRAVELS ,A/C Sleeper (2+1),HYD,BLR,19:55,05:50,9,999,3.6,A/C,no,no,yes
80,Delta Transports Pvt Ltd ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),HYD,BLR,17:00,03:00,10,1350,4.0,A/C,no,no,yes
81,Orange Tours and Travels Premium ,Volvo Multi-Axle A/C Semi Sleeper (2+2),HYD,BLR,20:20,07:00,10,900,3.6,A/C,no,yes,no
82,Orange Tours And Travels ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),HYD,BLR,18:55,06:00,11,1300,4.1,A/C,no,no,yes
83,Swamy Ayyappa Travels ,Volvo Multi-Axle I-Shift  A/C Sleeper (2+1),HYD,BLR,19:50,04:25,8,1700,3.8,A/C,no,no,yes
84,SR Tours and Travels ,A/C Sleeper (2+1),HYD,BLR,19:30,05:00,9,1998,3.7,A/C,no,no,yes
85,Kallada Travels (Suresh Kallada) ,A/C Sleeper (2+1),HYD,BLR,16:00,01:50,9,1400,3.7,A/C,no,no,yes
86,National  travels ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,20:48,07:30,10,1000,3.5,A/C,no,no,yes
87,Bharathi  Travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,21:00,07:00,10,1100,3.4,A/C,no,no,yes
88,Sri Krishna Travels ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,22:00,08:15,10,1200,3.5,A/C,no,no,yes
89,Indian express ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,23:05,09:00,9,1000,4.0,A/C,no,no,yes
90,Orange Tours and Travels Grand ,A/C Sleeper (2+1),HYD,BLR,18:55,04:45,9,1300,3.4,A/C,no,no,yes
91,V Kaveri Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,22:00,08:30,10,800,3.3,NON A/C,yes,no,yes
92,Kallada Travels (Suresh Kallada) ,A/C Sleeper (2+1),HYD,BLR,13:10,23:15,10,1400,3.6,A/C,no,no,yes
93,Kallada Travels (Suresh Kallada) ,A/C Sleeper (2+1),HYD,BLR,16:00,02:00,10,1400,3.6,A/C,no,no,yes
94,Saleem Travels ,NON A/C Sleeper (2+1),HYD,BLR,21:50,07:45,9,1150,3.4,NON A/C,no,no,yes
95,Orange Tours And Travels ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,20:40,06:45,10,1020,3.2,A/C,no,no,yes
96,GEE PEE TRAVELS ,NON A/C Seater Push Back (2+2),HYD,BLR,20:30,08:40,12,700,3.2,NON A/C,yes,no,no
97,Orange Tours And Travels ,A/C Sleeper (2+1),HYD,BLR,22:20,09:50,11,1200,3.2,A/C,no,no,yes
98,Kallada Travels (Suresh Kallada) ,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),HYD,BLR,15:00,00:20,9,900,3.3,A/C,no,yes,no
99,SRS Travels ,Scania Multi-Axle AC Semi Sleeper (2+2),HYD,BLR,23:30,07:20,7,1200,3.2,A/C,no,yes,no
100,Bmcc Travels ,A/C Sleeper (2+1),HYD,BLR,18:50,06:05,11,1220,3.1,A/C,no,no,yes
101,Orange Tours and Travels Business Class ,A/C Semi Sleeper (2+1),HYD,BLR,20:20,07:00,10,1000,3.2,A/C,no,yes,no
102,Orange Tours And Travels ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,22:20,07:50,9,1300,3.2,A/C,no,no,yes
103,SLC Road Lines ,A/C Sleeper (2+1),HYD,BLR,22:45,08:10,9,1659,3.7,A/C,no,no,yes
104,Bmcc Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,22:05,08:05,10,600,3.0,NON A/C,yes,no,yes
105,IntrCity SmartBus ,AC Sleeper (2+1),HYD,BLR,21:25,09:00,11,1100,4.6,A/C,no,no,yes
106,Jabbar  Travels ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,19:20,07:20,12,1490,4.8,A/C,no,no,yes
107,Saleem Travels ,NON A/C Semi Sleeper (2+2),HYD,BLR,19:05,06:01,10,700,3.0,NON A/C,no,yes,no
108,Orange Tours And Travels ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,23:20,09:00,9,1400,3.0,A/C,no,no,yes
109,Orange Tours And Travels ,A/C Sleeper (2+1),HYD,BLR,22:20,08:30,10,1200,3.0,A/C,no,no,yes
110,Kallada Travels (Suresh Kallada) ,A/C Sleeper (2+1),HYD,BLR,15:00,01:00,10,1400,3.1,A/C,no,no,yes
111,Orange Tours and Travels Platinum ,Volvo Multi-Axle Sleeper A/C (2+1),HYD,BLR,23:20,08:15,8,1300,2.9,A/C,no,no,yes
112,Orange Tours And Travels ,NON A/C Sleeper (2+1),HYD,BLR,20:40,07:15,10,1000,2.9,NON A/C,no,no,yes
113,Orange Tours and Travels Platinum ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,17:50,03:35,9,1300,2.9,A/C,no,no,yes
114,Orange Tours And Travels ,NON A/C Seater/ Sleeper (2+1),HYD,BLR,20:50,08:00,11,800,2.8,NON A/C,yes,no,yes
115,Swamy Ayyappa Travels ,A/C Sleeper (2+1),HYD,BLR,15:20,01:05,9,1550,3.8,A/C,no,no,yes
116,Orange Tours And Travels ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,15:50,02:30,10,1200,3.5,A/C,no,no,yes
117,Bharathi  Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,21:00,08:30,11,1500,2.7,NON A/C,yes,no,yes
118,Kaleswari Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,19:45,07:45,12,649,2.7,NON A/C,yes,no,yes
119,Orange Tours and Travels Platinum ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,14:55,00:30,9,1300,2.9,A/C,no,no,yes
120,Orange Tours And Travels ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,23:35,10:20,10,1100,2.6,A/C,no,no,yes
121,Orange Tours and Travels Grand ,A/C Sleeper (2+1),HYD,BLR,22:20,08:20,10,1200,2.6,A/C,no,no,yes
122,Morning Star Travels ,A/C Sleeper (2+1),HYD,BLR,21:55,07:50,9,1690,2.9,A/C,no,no,yes
123,Tranzindia Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,19:15,06:30,11,950,2.3,NON A/C,yes,no,yes
124,SRS Travels ,NON AC Seater / Sleeper 2+1,HYD,BLR,21:30,05:45,8,650,2.3,A/C,yes,no,yes
125,Morning Star Travels ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,22:30,07:25,8,1690,2.5,A/C,no,no,yes
126,Morning Star Travels ,A/C Sleeper (2+1),HYD,BLR,22:50,07:20,8,1290,2.2,A/C,no,no,yes
127,Orange Tours And Travels ,Volvo Multi-Axle Sleeper A/C (2+1),HYD,BLR,23:15,08:20,9,1300,2.2,A/C,no,no,yes
128,Lemon Travels ,NON A/C Semi Sleeper / Sleeper (2+1),HYD,BLR,22:10,10:00,11,640,3.5,NON A/C,no,yes,no
129,Dream Line Travels Pvt Ltd ,VE A/C Sleeper (2+1),HYD,BLR,23:50,09:20,9,2500,4.5,A/C,no,no,yes
130,Orange Tours And Travels ,A/C Seater / Sleeper (2+1),HYD,BLR,22:35,08:35,10,900,2.1,A/C,yes,no,yes
131,Indian express ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,23:10,09:00,9,1000,4.5,A/C,no,no,yes
132,DHANUNJAYA TRAVELS ,A/C Semi Sleeper / Sleeper (2+1),HYD,BLR,20:45,07:45,11,599,2.6,A/C,no,yes,no
133,Morning Star Travels ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,22:15,08:30,10,1690,2.4,A/C,no,no,yes
134,Morning Star Travels ,A/C Sleeper (2+1),HYD,BLR,18:55,05:20,10,1190,1.9,A/C,no,no,yes
135,Swamy Ayyappa Travels ,A/C Sleeper (2+1),HYD,BLR,15:20,01:20,10,1550,2.9,A/C,no,no,yes
136,Sri Krishna Travels ,Volvo Multi-Axle A/C Sleeper (2+1) ,HYD,BLR,22:00,08:25,10,2290,3.2,A/C,no,no,yes
137,Northern Travels ,Bharat Benz A/C Seater /Sleeper (2+1),HYD,BLR,11:30,20:40,9,875,2.3,A/C,yes,no,yes
138,Bmcc Travels ,A/C Sleeper (2+1),HYD,BLR,23:45,09:00,9,1550,3.3,A/C,no,no,yes
139,Northern Travels ,A/C Sleeper (2+1),HYD,BLR,11:30,20:10,8,875,2.3,A/C,no,no,yes
140,DHANUNJAYA TRAVELS ,A/C Seater / Sleeper (2+1),HYD,BLR,22:00,08:30,10,599,2.9,A/C,yes,no,yes
141,Morning Star Travels ,A/C Sleeper (2+1),HYD,BLR,21:35,07:20,9,1590,2.2,A/C,no,no,yes
142,Kallada Travels (Suresh Kallada) ,A/C Sleeper (2+1),HYD,BLR,17:10,02:40,9,1400,2.8,A/C,no,no,yes
143,Meghana Travels ,A/C Seater / Sleeper (2+1),HYD,BLR,22:55,08:35,9,3000,2.6,A/C,yes,no,yes
144,SRS Travels ,Mercedes Multi-Axle Semi Sleeper (2+2),HYD,BLR,22:30,06:40,8,670,3.0,A/C,no,yes,no
145,IntrCity SmartBus ,Scania AC Multi Axle Sleeper (2+1),HYD,BLR,23:55,10:50,10,1110,4.4,A/C,no,no,yes
146,Northern Travels ,A/C Sleeper (2+1),HYD,BLR,23:15,10:00,10,1249,2.8,A/C,no,no,yes
147,National  travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,19:40,06:30,10,1555,3.6,A/C,no,no,yes
148,Tranzindia Travels ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,23:00,07:35,8,1500,2.7,A/C,no,no,yes
149,National  travels ,A/C Sleeper (2+1),HYD,BLR,23:40,08:45,9,1550,2.9,A/C,no,no,yes
150,Kaleswari Travels ,Non A/C Seater / Sleeper (2+1),HYD,BLR,21:00,08:35,11,649,2.6,NON A/C,yes,no,yes
151,Northern Travels ,A/C Sleeper (2+1),HYD,BLR,23:15,10:00,10,1249,2.4,A/C,no,no,yes
152,YAS TOURS AND TRAVELS ,Volvo A/C Semi Sleeper (2+2),HYD,BLR,14:30,23:40,9,900,3.3,A/C,no,yes,no
153,Venture transport services ,A/C Sleeper (2+1),HYD,BLR,21:05,07:10,10,1399,4.0,A/C,no,no,yes
154,Sri Tulasi Tours and Travels ,A/C Sleeper (2+1),HYD,BLR,16:10,03:40,11,1799,3.4,A/C,no,no,yes
155,Orange Tours And Travels ,A/C Sleeper (2+1),HYD,BLR,23:15,08:50,9,1200,2.8,A/C,no,no,yes
156,Northern Travels ,A/C Sleeper (2+1),HYD,BLR,00:20,10:45,10,1900,2.4,A/C,no,no,yes
157,Morning Star Travels ,A/C Sleeper (2+1),HYD,BLR,12:45,22:40,9,1190,1.7,A/C,no,no,yes
158,Tranzindia Travels ,Bharat Benz A/C Sleeper (2+1),HYD,BLR,22:50,08:00,9,2450,2.5,A/C,no,no,yes
159,Northern Travels ,Bharat Benz A/C Seater /Sleeper (2+1),HYD,BLR,23:15,10:00,10,875,1.7,A/C,yes,no,yes
160,Northern Travels ,Bharat Benz A/C Seater /Sleeper (2+1),HYD,BLR,00:10,10:30,10,3000,1.3,A/C,yes,no,yes
161,Manikanta Travels ,A/C Sleeper (2+1),HYD,BLR,23:00,07:15,8,999,3.9,A/C,no,no,yes
162,JaiSai Roadlinks (JSR) ,VE Executive A/C Sleeper (1+1),HYD,BLR,21:30,07:15,9,1750,3.8,A/C,no,no,yes
163,ABT Express ,A/C Sleeper (2+1),HYD,BLR,23:00,08:25,9,2500,3.3,A/C,no,no,yes
164,Orange Tours And Travels ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),HYD,BLR,17:05,03:05,10,1300,3.0,A/C,no,no,yes
165,Bmcc Travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,22:05,08:10,10,1799,3.0,A/C,no,no,yes
166,Bmcc Travels ,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),HYD,BLR,20:40,07:30,10,1799,3.0,A/C,no,no,yes
167,Meghana Travels ,A/C Sleeper (2+1),HYD,BLR,22:55,08:35,9,3000,1.8,A/C,no,no,yes
168,VRL Travels ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),HYD,BLR,22:45,06:30,7,1300,3.0,A/C,no,no,yes
169,VRL Travels ,A/C Sleeper (2+1),HYD,BLR,21:00,07:15,10,1000,1.9,A/C,no,no,yes
170,VRL Travels ,A/C Sleeper (2+1),HYD,BLR,20:00,07:30,11,1200,3.2,A/C,no,no,yes
171,VRL Travels ,NON A/C Sleeper (2+1),HYD,BLR,23:30,07:30,8,1000,4.3,NON A/C,no,no,yes
172,VRL Travels ,NON A/C Sleeper (2+1),HYD,BLR,21:45,06:30,8,900,3.5,NON A/C,no,no,yes
